"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 13 17:50:44 GMT 2023","Wed Dec 13 17:50:44 GMT 2023","5","","com.example.junit5.StepTest","","com.example.junit5.StepTest","test with lambda steps","test with lambda steps()",""
"passed","Wed Dec 13 17:50:44 GMT 2023","Wed Dec 13 17:50:44 GMT 2023","40","","com.example.junit5.StepTest","","com.example.junit5.StepTest","test with annotation steps","test with annotation steps()",""
